sender_id,recipient_id,amount,date,full_recipient_name,telephone,email,city,country,promotion_id,promotion,responded,android,desktop,iphone
930,902,$13.13,2023-01-28,Mitchell Murray,939-709-6815,Mitchell.Murray@example.com,San Francisco,USA,60,Dove,YES,Yes,No,Yes
463,903,$52.03,2022-08-23,Dominik Velez,149-740-6115,Dominik.Velez@example.com,San Francisco,USA,,,,Yes,No,Yes
28,907,$12.86,2022-05-06,Samia Bradley,363-816-6259,Samia.Bradley@example.com,San Diego,USA,,,,No,Yes,Yes
878,907,$75.24,2023-01-19,Samia Bradley,363-816-6259,Samia.Bradley@example.com,San Diego,USA,,,,No,Yes,Yes
846,908,$49.61,2022-09-15,Nataniel Glenn,504-112-5228,Nataniel.Glenn@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
697,908,$22.34,2024-03-10,Nataniel Glenn,504-112-5228,Nataniel.Glenn@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
631,913,$137.01,2023-07-21,Ricardo Odling,218-272-9415,Ricardo.Odling@example.com,New York,USA,,,,Yes,No,Yes
601,913,$10.48,2023-11-19,Ricardo Odling,218-272-9415,Ricardo.Odling@example.com,New York,USA,,,,Yes,No,Yes
865,913,$22.82,2023-11-16,Ricardo Odling,218-272-9415,Ricardo.Odling@example.com,New York,USA,,,,Yes,No,Yes
413,913,$61.17,2023-04-24,Ricardo Odling,218-272-9415,Ricardo.Odling@example.com,New York,USA,,,,Yes,No,Yes
902,914,$13.81,2023-02-14,Nancy Sharp,723-866-1140,Nancy.Sharp@example.com,Los Angeles,USA,,,,No,Yes,No
490,914,$87.30,2022-08-25,Nancy Sharp,723-866-1140,Nancy.Sharp@example.com,Los Angeles,USA,,,,No,Yes,No
924,915,$56.23,2022-04-05,Barry Buck,667-391-6777,Barry.Buck@example.com,San Francisco,USA,7,Netflix,NO,Yes,Yes,Yes
751,915,$22.27,2022-02-17,Barry Buck,667-391-6777,Barry.Buck@example.com,San Francisco,USA,7,Netflix,NO,Yes,Yes,Yes
852,916,$18.04,2022-03-06,Mya Ho,448-770-8204,Mya.Ho@example.com,San Francisco,USA,,,,No,Yes,Yes
546,916,$59.51,2023-09-10,Mya Ho,448-770-8204,Mya.Ho@example.com,San Francisco,USA,,,,No,Yes,Yes
758,920,$18.48,2023-10-02,Kamil Bernard,400-528-1349,Kamil.Bernard@example.com,San Francisco,USA,,,,No,Yes,No
545,920,$82.09,2024-02-23,Kamil Bernard,400-528-1349,Kamil.Bernard@example.com,San Francisco,USA,,,,No,Yes,No
351,920,$23.69,2023-02-06,Kamil Bernard,400-528-1349,Kamil.Bernard@example.com,San Francisco,USA,,,,No,Yes,No
130,923,$5.75,2023-05-11,Russell Long,399-959-7203,Russell.Long@example.com,Montreal,Canada,,,,Yes,Yes,Yes
593,923,$116.46,2024-02-10,Russell Long,399-959-7203,Russell.Long@example.com,Montreal,Canada,,,,Yes,Yes,Yes
137,923,$4.46,2024-04-12,Russell Long,399-959-7203,Russell.Long@example.com,Montreal,Canada,,,,Yes,Yes,Yes
800,923,$42.19,2024-04-08,Russell Long,399-959-7203,Russell.Long@example.com,Montreal,Canada,,,,Yes,Yes,Yes
36,924,$67.92,2023-08-28,Kendra Francis,680-603-3144,Kendra.Francis@example.com,San Francisco,USA,107,Oreo,YES,Yes,No,No
979,924,$38.71,2023-08-17,Kendra Francis,680-603-3144,Kendra.Francis@example.com,San Francisco,USA,107,Oreo,YES,Yes,No,No
792,925,$18.76,2023-08-25,Yasmine Scott,300-321-6761,Yasmine.Scott@example.com,San Diego,USA,,,,No,Yes,No
815,925,$26.48,2023-08-23,Yasmine Scott,300-321-6761,Yasmine.Scott@example.com,San Diego,USA,,,,No,Yes,No
907,926,$76.05,2023-12-12,Ann John,814-362-6094,Ann.John@example.com,San Francisco,USA,104,RedBull,YES,No,Yes,Yes
939,926,$15.67,2023-04-07,Ann John,814-362-6094,Ann.John@example.com,San Francisco,USA,104,RedBull,YES,No,Yes,Yes
258,926,$3.49,2022-04-02,Ann John,814-362-6094,Ann.John@example.com,San Francisco,USA,104,RedBull,YES,No,Yes,Yes
363,927,$69.89,2023-06-03,Alejandro Kent,915-320-3214,Alejandro.Kent@example.com,Chicago,USA,12,Gatorade,YES,Yes,No,Yes
314,927,$18.87,2022-12-18,Alejandro Kent,915-320-3214,Alejandro.Kent@example.com,Chicago,USA,12,Gatorade,YES,Yes,No,Yes
191,929,$5.41,2024-03-16,Alannah Perkins,705-521-6039,Alannah.Perkins@example.com,Chicago,USA,125,RedBull,YES,Yes,No,Yes
936,930,$15.93,2024-03-25,Christina Mays,333-143-8841,Christina.Mays@example.com,San Francisco,USA,,,,Yes,Yes,No
66,930,$13.14,2024-01-06,Christina Mays,333-143-8841,Christina.Mays@example.com,San Francisco,USA,,,,Yes,Yes,No
570,931,$29.26,2022-04-03,Tori Rowland,372-470-9101,Tori.Rowland@example.com,San Diego,USA,,,,Yes,No,Yes
699,931,$39.03,2022-02-10,Tori Rowland,372-470-9101,Tori.Rowland@example.com,San Diego,USA,,,,Yes,No,Yes
75,932,$13.06,2022-09-16,Ayden Valentine,208-392-1702,Ayden.Valentine@example.com,San Francisco,USA,,,,Yes,Yes,No
364,932,$35.42,2023-06-19,Ayden Valentine,208-392-1702,Ayden.Valentine@example.com,San Francisco,USA,,,,Yes,Yes,No
930,933,$11.02,2022-07-13,Kaine Blankenship,294-274-7917,Kaine.Blankenship@example.com,San Diego,USA,75,RedBull,YES,Yes,No,Yes
461,934,$5.31,2022-12-01,Alessandro French,216-516-1958,Alessandro.French@example.com,San Diego,USA,4,Pepsi,YES,Yes,Yes,No
755,936,$2.78,2022-11-08,Ted Wiggins,153-176-3641,Ted.Wiggins@example.com,San Diego,USA,127,Kit-Kat,YES,Yes,No,No
956,936,$34.90,2022-03-27,Ted Wiggins,153-176-3641,Ted.Wiggins@example.com,San Diego,USA,127,Kit-Kat,YES,Yes,No,No
374,936,$24.47,2023-06-15,Ted Wiggins,153-176-3641,Ted.Wiggins@example.com,San Diego,USA,127,Kit-Kat,YES,Yes,No,No
861,937,$64.74,2022-12-01,Nina Mathews,863-385-2205,Nina.Mathews@example.com,New York,USA,,,,No,No,Yes
335,937,$41.10,2023-10-17,Nina Mathews,863-385-2205,Nina.Mathews@example.com,New York,USA,,,,No,No,Yes
840,939,$13.24,2023-10-25,Alyssa Bradshaw,606-353-8050,Alyssa.Bradshaw@example.com,San Diego,USA,,,,Yes,Yes,No
902,939,$13.01,2023-01-15,Alyssa Bradshaw,606-353-8050,Alyssa.Bradshaw@example.com,San Diego,USA,,,,Yes,Yes,No
875,939,$12.40,2023-02-07,Alyssa Bradshaw,606-353-8050,Alyssa.Bradshaw@example.com,San Diego,USA,,,,Yes,Yes,No
957,940,$60.70,2023-03-08,Marilyn Hart,635-581-5074,Marilyn.Hart@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
924,940,$1.67,2023-11-30,Marilyn Hart,635-581-5074,Marilyn.Hart@example.com,Los Angeles,USA,,,,Yes,Yes,Yes
85,944,$20.47,2023-06-21,Hiba Hicks,640-390-3390,Hiba.Hicks@example.com,Chicago,USA,,,,Yes,No,Yes
945,945,$78.81,2022-08-19,Elisha Owens,195-699-1871,Elisha.Owens@example.com,Los Angeles,USA,,,,No,No,Yes
960,945,$9.36,2022-04-10,Elisha Owens,195-699-1871,Elisha.Owens@example.com,Los Angeles,USA,,,,No,No,Yes
958,945,$39.94,2022-01-17,Elisha Owens,195-699-1871,Elisha.Owens@example.com,Los Angeles,USA,,,,No,No,Yes
74,945,$32.25,2024-02-20,Elisha Owens,195-699-1871,Elisha.Owens@example.com,Los Angeles,USA,,,,No,No,Yes
976,947,$11.42,2024-03-31,Isra Burgess,142-470-3907,Isra.Burgess@example.com,San Diego,USA,137,Oreo,YES,Yes,Yes,No
71,947,$62.00,2024-04-01,Isra Burgess,142-470-3907,Isra.Burgess@example.com,San Diego,USA,137,Oreo,YES,Yes,Yes,No
802,947,$59.94,2023-11-15,Isra Burgess,142-470-3907,Isra.Burgess@example.com,San Diego,USA,137,Oreo,YES,Yes,Yes,No
701,947,$85.97,2023-08-17,Isra Burgess,142-470-3907,Isra.Burgess@example.com,San Diego,USA,137,Oreo,YES,Yes,Yes,No
862,947,$44.65,2022-03-25,Isra Burgess,142-470-3907,Isra.Burgess@example.com,San Diego,USA,137,Oreo,YES,Yes,Yes,No
452,947,$31.89,2022-06-09,Isra Burgess,142-470-3907,Isra.Burgess@example.com,San Diego,USA,137,Oreo,YES,Yes,Yes,No
938,947,$61.63,2023-04-16,Isra Burgess,142-470-3907,Isra.Burgess@example.com,San Diego,USA,137,Oreo,YES,Yes,Yes,No
939,948,$17.68,2024-02-24,Kobe Knapp,911-288-9695,Kobe.Knapp@example.com,Los Angeles,USA,,,,No,Yes,Yes
890,948,$57.48,2024-01-23,Kobe Knapp,911-288-9695,Kobe.Knapp@example.com,Los Angeles,USA,,,,No,Yes,Yes
571,954,$22.82,2023-08-19,Aston Villegas,553-640-6714,Aston.Villegas@example.com,Los Angeles,USA,,,,Yes,Yes,No
385,954,$4.36,2022-03-11,Aston Villegas,553-640-6714,Aston.Villegas@example.com,Los Angeles,USA,,,,Yes,Yes,No
933,957,$6.61,2023-10-01,Effie Jordan,778-566-2709,Effie.Jordan@example.com,San Francisco,USA,,,,No,Yes,Yes
966,958,$1.13,2024-04-02,Luna Fowler,137-365-6816,Luna.Fowler@example.com,Los Angeles,USA,89,Dove,YES,Yes,Yes,Yes
915,958,$20.82,2022-02-28,Luna Fowler,137-365-6816,Luna.Fowler@example.com,Los Angeles,USA,89,Dove,YES,Yes,Yes,Yes
916,960,$39.94,2022-07-06,Lewis Mcmahon,682-426-4872,Lewis.Mcmahon@example.com,San Francisco,USA,,,,Yes,No,No
873,960,$18.45,2023-09-26,Lewis Mcmahon,682-426-4872,Lewis.Mcmahon@example.com,San Francisco,USA,,,,Yes,No,No
116,960,$3.75,2023-09-07,Lewis Mcmahon,682-426-4872,Lewis.Mcmahon@example.com,San Francisco,USA,,,,Yes,No,No
43,961,$37.86,2023-11-16,Tobias Schultz,995-854-2821,Tobias.Schultz@example.com,Los Angeles,USA,,,,No,Yes,Yes
440,961,$12.24,2024-02-16,Tobias Schultz,995-854-2821,Tobias.Schultz@example.com,Los Angeles,USA,,,,No,Yes,Yes
958,961,$26.79,2022-02-11,Tobias Schultz,995-854-2821,Tobias.Schultz@example.com,Los Angeles,USA,,,,No,Yes,Yes
249,961,$2.97,2023-04-10,Tobias Schultz,995-854-2821,Tobias.Schultz@example.com,Los Angeles,USA,,,,No,Yes,Yes
722,963,$122.30,2023-01-06,Billy Norton,816-614-5153,Billy.Norton@example.com,Chicago,USA,,,,Yes,No,No
192,963,$80.54,2024-02-06,Billy Norton,816-614-5153,Billy.Norton@example.com,Chicago,USA,,,,Yes,No,No
286,963,$21.05,2024-03-09,Billy Norton,816-614-5153,Billy.Norton@example.com,Chicago,USA,,,,Yes,No,No
72,964,$8.65,2023-06-15,Colby Harding,584-554-7060,Colby.Harding@example.com,San Francisco,USA,,,,Yes,Yes,Yes
646,965,$27.26,2023-05-17,Renee Arroyo,706-663-4493,Renee.Arroyo@example.com,Los Angeles,USA,,,,No,Yes,Yes
926,965,$45.91,2023-02-06,Renee Arroyo,706-663-4493,Renee.Arroyo@example.com,Los Angeles,USA,,,,No,Yes,Yes
259,965,$68.00,2022-06-15,Renee Arroyo,706-663-4493,Renee.Arroyo@example.com,Los Angeles,USA,,,,No,Yes,Yes
197,965,$55.76,2024-01-19,Renee Arroyo,706-663-4493,Renee.Arroyo@example.com,Los Angeles,USA,,,,No,Yes,Yes
363,966,$38.71,2023-11-05,Marjorie Munoz,385-637-4138,Marjorie.Munoz@example.com,Los Angeles,USA,,,,Yes,No,No
272,966,$79.49,2022-05-19,Marjorie Munoz,385-637-4138,Marjorie.Munoz@example.com,Los Angeles,USA,,,,Yes,No,No
263,967,$38.51,2024-01-12,Emilio Stevenson,293-399-2353,Emilio.Stevenson@example.com,Toronto,Canada,,,,Yes,No,No
322,968,$70.74,2023-10-25,Roosevelt Huff,348-716-1274,Roosevelt.Huff@example.com,New York,USA,,,,Yes,Yes,No
535,968,$21.17,2022-09-14,Roosevelt Huff,348-716-1274,Roosevelt.Huff@example.com,New York,USA,,,,Yes,Yes,No
387,971,$37.75,2022-08-30,Kyran Duncan,433-632-3326,Kyran.Duncan@example.com,New York,USA,9,Oreo,YES,Yes,Yes,No
749,972,$8.84,2023-03-30,Rhiannon Vaughan,206-626-6238,Rhiannon.Vaughan@example.com,Chicago,USA,,,,Yes,No,Yes
718,972,$13.25,2023-05-15,Rhiannon Vaughan,206-626-6238,Rhiannon.Vaughan@example.com,Chicago,USA,,,,Yes,No,Yes
308,973,$7.76,2022-02-14,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,54,Kit-Kat,YES,Yes,Yes,No
308,973,$7.76,2022-02-14,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,59,Pepsi,YES,Yes,Yes,No
960,973,$35.81,2022-01-20,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,54,Kit-Kat,YES,Yes,Yes,No
960,973,$35.81,2022-01-20,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,59,Pepsi,YES,Yes,Yes,No
237,973,$59.93,2023-10-20,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,54,Kit-Kat,YES,Yes,Yes,No
237,973,$59.93,2023-10-20,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,59,Pepsi,YES,Yes,Yes,No
461,973,$74.82,2023-12-24,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,54,Kit-Kat,YES,Yes,Yes,No
461,973,$74.82,2023-12-24,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,59,Pepsi,YES,Yes,Yes,No
195,973,$20.44,2023-12-25,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,54,Kit-Kat,YES,Yes,Yes,No
195,973,$20.44,2023-12-25,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,59,Pepsi,YES,Yes,Yes,No
938,973,$59.58,2023-10-02,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,54,Kit-Kat,YES,Yes,Yes,No
938,973,$59.58,2023-10-02,Jean Winters,526-938-2752,Jean.Winters@example.com,San Diego,USA,59,Pepsi,YES,Yes,Yes,No
22,976,$19.84,2022-07-27,Marnie Mayo,725-331-2757,Marnie.Mayo@example.com,San Diego,USA,112,Oreo,YES,Yes,No,No
925,976,$37.77,2023-01-18,Marnie Mayo,725-331-2757,Marnie.Mayo@example.com,San Diego,USA,112,Oreo,YES,Yes,No,No
783,978,$3.72,2023-11-07,Zain Haney,206-514-3761,Zain.Haney@example.com,New York,USA,,,,No,Yes,No
986,979,$56.93,2022-05-05,Myrtle Bradford,960-593-3677,Myrtle.Bradford@example.com,San Diego,USA,,,,Yes,No,Yes
982,980,$9.17,2024-04-23,Kacie Lester,673-651-6332,Kacie.Lester@example.com,Toronto,Canada,101,Gatorade,YES,Yes,No,No
897,981,$78.71,2023-09-14,Gwen Norris,699-606-9952,Gwen.Norris@example.com,San Diego,USA,,,,Yes,No,Yes
237,981,$1.07,2023-02-13,Gwen Norris,699-606-9952,Gwen.Norris@example.com,San Diego,USA,,,,Yes,No,Yes
566,984,$56.83,2023-04-01,Adrian Joseph,808-456-6071,Adrian.Joseph@example.com,Chicago,USA,,,,Yes,Yes,Yes
419,986,$8.47,2023-08-21,Rosanna Dyer,512-600-6692,Rosanna.Dyer@example.com,Los Angeles,USA,,,,No,No,Yes
734,986,$8.99,2024-02-29,Rosanna Dyer,512-600-6692,Rosanna.Dyer@example.com,Los Angeles,USA,,,,No,No,Yes
764,989,$11.87,2023-06-19,Leyla Finley,743-377-7767,Leyla.Finley@example.com,New York,USA,,,,No,Yes,Yes
935,989,$4.98,2023-06-22,Leyla Finley,743-377-7767,Leyla.Finley@example.com,New York,USA,,,,No,Yes,Yes
289,990,$122.10,2023-01-22,Juliette Luna,782-806-6417,Juliette.Luna@example.com,New York,USA,,,,No,No,Yes
303,993,$28.82,2023-08-24,Jayson Sutton,289-775-9088,Jayson.Sutton@example.com,Montreal,Canada,,,,No,Yes,Yes
213,995,$2.49,2023-10-18,Raja Reeves,990-569-7356,Raja.Reeves@example.com,Montreal,Canada,,,,Yes,No,Yes
984,997,$30.56,2023-01-25,Sam Arias,415-467-1137,Sam.Arias@example.com,Chicago,USA,,,,No,No,Yes
779,998,$172.87,2024-02-27,Fatimah Johns,520-433-7411,Fatimah.Johns@example.com,London,United Kingdom,,,,No,No,Yes
979,1000,$27.35,2023-05-30,Simeon Mccall,135-125-7738,Simeon.Mccall@example.com,San Francisco,USA,,,,Yes,Yes,No
83,1000,$19.55,2022-04-01,Simeon Mccall,135-125-7738,Simeon.Mccall@example.com,San Francisco,USA,,,,Yes,Yes,No
640,1000,$8.46,2022-05-25,Simeon Mccall,135-125-7738,Simeon.Mccall@example.com,San Francisco,USA,,,,Yes,Yes,No
964,1000,$32.30,2022-11-21,Simeon Mccall,135-125-7738,Simeon.Mccall@example.com,San Francisco,USA,,,,Yes,Yes,No
